interaction_id,timestamp,department,user_role,user_query,query_category,metrics_requested,analysis_type,bot_response_confidence,response_time_ms,user_feedback_rating,estimated_business_impact
INT-102457,2025-12-21 00:47:31.857867,Sales,Analyst,Which campaign had highest ROI?,Revenue,Churn Rate,Trend Analysis,0.69,1442,,Low
INT-102458,2025-05-07 00:49:31.857869,Sales,Manager,Compare sales performance by region,Sales,ROI,Trend Analysis,0.77,871,5.0,Low
INT-102459,2025-06-11 06:42:31.857871,Marketing,Analyst,Compare sales performance by region,Customer,ROI,Predictive,0.65,704,4.0,Medium
INT-102460,2025-05-27 09:46:31.857873,HR,Analyst,What is customer churn rate?,Revenue,Profit Margin,Descriptive,0.78,2356,3.0,nan
INT-102461,2026-01-26 14:16:31.857874,Sales,Executive,Which campaign had highest ROI?,Finance,Profit Margin,Predictive,0.65,1461,4.0,Medium
INT-102462,2025-06-20 21:55:31.857876,Finance,Analyst,Which campaign had highest ROI?,Finance,Conversion Rate,Descriptive,0.8,492,5.0,Medium
INT-102463,2025-04-13 03:51:31.857878,HR,Manager,Show monthly revenue trend,Revenue,Revenue,Predictive,0.89,2210,2.0,Medium
INT-102464,2025-03-14 08:43:31.857880,Finance,Manager,Compare sales performance by region,Sales,Revenue,Predictive,0.82,1027,4.0,nan
INT-102465,2025-12-23 17:09:31.857882,Finance,Intern,What is customer churn rate?,Sales,Profit Margin,Trend Analysis,0.7,386,3.0,Medium
INT-102466,2025-09-19 20:23:31.857883,Sales,Manager,Forecast next quarter revenue,Marketing,ROI,Predictive,0.74,1259,2.0,nan
INT-102467,2026-01-15 14:08:31.857885,HR,Intern,Compare sales performance by region,Customer,Conversion Rate,Descriptive,0.85,1658,5.0,Low
INT-102468,2025-11-17 04:51:31.857887,Operations,Analyst,Show monthly revenue trend,Sales,Revenue,Predictive,0.83,1842,2.0,High
INT-102469,2025-06-09 21:40:31.857889,Sales,Manager,Which campaign had highest ROI?,Marketing,Profit Margin,Predictive,0.65,1231,3.0,Medium
INT-102470,2025-08-20 20:42:31.857891,Sales,Analyst,What is customer churn rate?,Finance,ROI,Descriptive,0.93,1401,5.0,Medium
INT-102471,2025-06-12 03:50:31.857892,HR,Manager,Compare sales performance by region,Finance,ROI,Trend Analysis,0.79,2288,4.0,Medium
INT-102472,2025-08-19 14:33:31.857894,HR,Manager,Forecast next quarter revenue,Finance,ROI,Descriptive,0.66,2360,3.0,Low
INT-102473,2025-03-11 06:20:31.857896,Finance,Intern,Show monthly revenue trend,Revenue,Churn Rate,Descriptive,0.65,1053,,Low
INT-102474,2025-07-18 16:08:31.857898,HR,Analyst,Show monthly revenue trend,Customer,ROI,Descriptive,0.98,2325,2.0,nan
INT-102475,2025-10-04 09:15:31.857900,Finance,Manager,Compare sales performance by region,Marketing,Profit Margin,Predictive,0.71,918,,Low
INT-102476,2025-09-10 10:26:31.857901,Sales,Executive,Forecast next quarter revenue,Customer,Conversion Rate,Predictive,0.95,2046,4.0,nan
INT-102477,2025-06-18 08:17:31.857903,Marketing,Analyst,Show monthly revenue trend,Revenue,Profit Margin,Descriptive,0.76,1077,3.0,Medium
INT-102478,2025-11-08 15:43:31.857905,Operations,Analyst,What is customer churn rate?,Marketing,ROI,Descriptive,0.75,601,2.0,Medium
INT-102479,2025-07-08 00:44:31.857907,Sales,Analyst,Show monthly revenue trend,Marketing,Conversion Rate,Trend Analysis,0.87,263,3.0,nan
INT-102480,2025-05-16 02:22:31.857909,HR,Intern,Forecast next quarter revenue,Sales,Revenue,Predictive,0.6,1648,2.0,High
INT-102481,2025-03-25 08:37:31.857910,Operations,Executive,Which campaign had highest ROI?,Customer,Revenue,Predictive,0.73,572,4.0,Medium
INT-102482,2025-04-15 11:38:31.857912,Marketing,Analyst,Which campaign had highest ROI?,Customer,Profit Margin,Predictive,0.72,505,3.0,Low
INT-102483,2025-09-25 20:54:31.857914,Marketing,Manager,Compare sales performance by region,Sales,Conversion Rate,Predictive,0.94,2456,3.0,High
INT-102484,2025-11-24 06:28:31.857916,Finance,Manager,Forecast next quarter revenue,Finance,Profit Margin,Descriptive,0.81,1131,5.0,High
INT-102485,2025-03-21 02:56:31.857917,Operations,Intern,Show monthly revenue trend,Revenue,Conversion Rate,Descriptive,0.74,2190,2.0,High
INT-102486,2025-12-14 21:35:31.857919,Finance,Manager,Show monthly revenue trend,Customer,Conversion Rate,Trend Analysis,0.7,1615,4.0,High
INT-102487,2025-10-20 02:13:31.857921,Sales,Analyst,Which campaign had highest ROI?,Sales,Profit Margin,Predictive,0.83,561,2.0,Low
INT-102488,2025-03-13 15:31:31.857923,Operations,Manager,Which campaign had highest ROI?,Marketing,Conversion Rate,Predictive,0.66,1487,4.0,High
INT-102489,2025-09-16 14:00:31.857925,Sales,Analyst,What is customer churn rate?,Sales,ROI,Descriptive,0.7,915,4.0,Low
INT-102490,2025-04-13 21:46:31.857927,Finance,Manager,Which campaign had highest ROI?,Finance,Conversion Rate,Trend Analysis,0.71,1845,5.0,Low
INT-102491,2025-10-26 18:13:31.857928,Operations,Executive,What is customer churn rate?,Revenue,Conversion Rate,Descriptive,0.84,742,1.0,Low
INT-102492,2025-11-29 11:12:31.857931,Finance,Intern,Show monthly revenue trend,Finance,Profit Margin,Predictive,0.75,1747,2.0,Low
INT-102493,2025-08-16 00:57:31.857934,Operations,Intern,What is customer churn rate?,Marketing,Revenue,Predictive,0.8,1862,2.0,Medium
INT-102494,2025-10-26 16:29:31.857937,Finance,Executive,What is customer churn rate?,Marketing,Churn Rate,Trend Analysis,0.85,2441,2.0,Low
INT-102495,2025-06-13 00:47:31.857940,Marketing,Executive,Compare sales performance by region,Marketing,Conversion Rate,Descriptive,0.97,851,2.0,Low
INT-102496,2025-04-23 21:12:31.857943,Finance,Intern,Which campaign had highest ROI?,Marketing,Churn Rate,Predictive,0.9,1250,4.0,Low
INT-102497,2025-10-03 18:32:31.857947,Marketing,Executive,What is customer churn rate?,Sales,Conversion Rate,Predictive,0.76,1269,4.0,Medium
INT-102498,2025-07-08 12:40:31.857950,Finance,Analyst,Show monthly revenue trend,Marketing,Profit Margin,Trend Analysis,0.89,846,5.0,Medium
INT-102499,2025-06-30 02:06:31.857953,Operations,Manager,Forecast next quarter revenue,Marketing,Profit Margin,Predictive,0.97,2052,3.0,Medium
INT-102500,2025-07-03 21:10:31.857957,Operations,Intern,What is customer churn rate?,Sales,Conversion Rate,Predictive,0.79,1281,4.0,High
INT-102501,2025-05-30 12:19:31.857960,Operations,Executive,Which campaign had highest ROI?,Marketing,Profit Margin,Descriptive,0.76,1148,,Medium
INT-102502,2025-05-17 14:18:31.857963,HR,Analyst,Compare sales performance by region,Finance,Profit Margin,Trend Analysis,0.63,1160,4.0,Medium
INT-102503,2026-01-01 15:36:31.857969,Sales,Intern,Show monthly revenue trend,Finance,Conversion Rate,Trend Analysis,0.95,2296,4.0,nan
INT-102504,2026-02-05 04:39:31.857973,Operations,Executive,Compare sales performance by region,Customer,Revenue,Trend Analysis,0.7,1002,,Low
INT-102505,2025-11-10 10:02:31.857976,Marketing,Intern,Forecast next quarter revenue,Finance,Conversion Rate,Descriptive,0.62,1880,,Medium
INT-102506,2025-03-01 00:42:31.857980,Operations,Executive,What is customer churn rate?,Revenue,Revenue,Trend Analysis,0.81,1807,3.0,Medium
INT-102507,2025-08-06 22:46:31.857988,HR,Intern,What is customer churn rate?,Revenue,Profit Margin,Predictive,0.93,1602,4.0,High
INT-102508,2025-05-17 00:54:31.857991,Marketing,Analyst,Which campaign had highest ROI?,Revenue,Revenue,Trend Analysis,0.76,2257,3.0,High
INT-102509,2025-09-09 02:23:31.857995,HR,Analyst,What is customer churn rate?,Sales,Profit Margin,Predictive,0.91,925,4.0,Low
INT-102510,2025-07-09 07:58:31.857998,Marketing,Manager,Show monthly revenue trend,Finance,Revenue,Trend Analysis,0.93,2471,,High
INT-102511,2025-10-31 16:03:31.858002,Finance,Intern,Forecast next quarter revenue,Revenue,Revenue,Trend Analysis,0.78,1604,3.0,High
INT-102512,2025-05-03 23:37:31.858005,Sales,Manager,Compare sales performance by region,Customer,Conversion Rate,Descriptive,0.83,402,5.0,Low
INT-102513,2025-08-20 05:10:31.858009,Sales,Intern,Forecast next quarter revenue,Sales,Revenue,Trend Analysis,0.81,1141,4.0,Low
INT-102514,2025-06-28 14:58:31.858011,HR,Executive,What is customer churn rate?,Customer,Profit Margin,Trend Analysis,0.97,788,3.0,High
INT-102515,2025-07-09 10:46:31.858013,Sales,Executive,Compare sales performance by region,Finance,Conversion Rate,Descriptive,0.88,770,5.0,Low
INT-102516,2025-09-05 00:54:31.858015,HR,Manager,Which campaign had highest ROI?,Marketing,Revenue,Predictive,0.96,395,3.0,Low
INT-102517,2025-07-20 02:57:31.858019,HR,Intern,Forecast next quarter revenue,Customer,Conversion Rate,Trend Analysis,0.69,1545,2.0,Low
INT-102518,2025-12-30 15:09:31.858022,HR,Manager,Compare sales performance by region,Marketing,Churn Rate,Trend Analysis,0.72,617,,Low
INT-102519,2025-04-18 07:29:31.858025,Sales,Analyst,Compare sales performance by region,Sales,Conversion Rate,Predictive,0.63,1842,3.0,Low
INT-102520,2025-09-05 20:29:31.858028,HR,Manager,Compare sales performance by region,Customer,Churn Rate,Descriptive,0.79,1565,4.0,Medium
INT-102521,2025-10-01 10:31:31.858031,Sales,Manager,Show monthly revenue trend,Customer,Churn Rate,Trend Analysis,0.94,208,5.0,Low
INT-102522,2025-11-08 10:08:31.858035,HR,Executive,Forecast next quarter revenue,Sales,Conversion Rate,Descriptive,0.73,731,,nan
INT-102523,2025-07-13 00:22:31.858038,Operations,Manager,Compare sales performance by region,Sales,Profit Margin,Predictive,0.65,348,5.0,Low
INT-102524,2025-10-21 20:57:31.858041,HR,Intern,Forecast next quarter revenue,Revenue,Profit Margin,Predictive,0.63,1752,4.0,Medium
INT-102525,2025-11-29 22:13:31.858044,Marketing,Executive,Compare sales performance by region,Finance,Profit Margin,Descriptive,0.77,1235,4.0,nan
INT-102526,2025-03-27 04:24:31.858047,HR,Manager,Which campaign had highest ROI?,Customer,ROI,Predictive,0.66,675,3.0,High
INT-102527,2025-09-16 15:19:31.858051,Finance,Analyst,Which campaign had highest ROI?,Customer,Churn Rate,Predictive,0.73,1817,3.0,Medium
INT-102528,2025-03-07 03:13:31.858054,HR,Manager,Which campaign had highest ROI?,Sales,Conversion Rate,Trend Analysis,0.92,2179,,Medium
INT-102529,2025-05-07 17:21:31.858058,Marketing,Manager,What is customer churn rate?,Sales,Profit Margin,Descriptive,0.75,1276,4.0,Medium
INT-102530,2025-05-17 04:46:31.858060,Marketing,Manager,Compare sales performance by region,Finance,Profit Margin,Trend Analysis,0.84,405,1.0,nan
INT-102531,2025-04-13 16:27:31.858062,Sales,Executive,What is customer churn rate?,Sales,Conversion Rate,Descriptive,0.8,944,2.0,Low
INT-102532,2026-01-30 18:48:31.858063,Operations,Intern,Forecast next quarter revenue,Marketing,Churn Rate,Trend Analysis,0.88,1112,,Medium
INT-102533,2025-08-11 23:48:31.858065,HR,Analyst,What is customer churn rate?,Marketing,Conversion Rate,Predictive,0.66,253,5.0,High
INT-102534,2025-10-27 19:24:31.858067,Sales,Manager,Forecast next quarter revenue,Marketing,ROI,Descriptive,0.96,1803,3.0,Medium
INT-102535,2025-10-13 14:04:31.858069,Operations,Intern,Forecast next quarter revenue,Marketing,ROI,Descriptive,0.85,2026,4.0,High
INT-102536,2025-10-21 11:23:31.858071,HR,Intern,Forecast next quarter revenue,Finance,Conversion Rate,Descriptive,0.71,543,3.0,Medium
INT-102537,2026-02-02 17:42:31.858072,Finance,Executive,What is customer churn rate?,Customer,Churn Rate,Descriptive,0.65,1392,5.0,Low
INT-102538,2025-04-01 09:33:31.858074,HR,Analyst,Compare sales performance by region,Marketing,Profit Margin,Predictive,0.66,2132,4.0,Medium
INT-102539,2025-11-24 03:27:31.858076,Marketing,Executive,What is customer churn rate?,Sales,ROI,Predictive,0.91,1384,4.0,Medium
INT-102540,2025-09-11 12:47:31.858078,Marketing,Intern,Compare sales performance by region,Marketing,ROI,Predictive,0.83,902,3.0,High
INT-102541,2025-11-29 14:43:31.858080,Finance,Intern,Compare sales performance by region,Finance,Churn Rate,Trend Analysis,0.75,1510,3.0,High
INT-102542,2025-08-04 23:37:31.858081,Sales,Intern,Forecast next quarter revenue,Sales,ROI,Predictive,0.73,2098,2.0,High
INT-102543,2025-05-17 09:01:31.858083,Operations,Executive,What is customer churn rate?,Marketing,ROI,Trend Analysis,0.93,398,,Low
INT-102544,2026-01-02 18:51:31.858085,HR,Analyst,Compare sales performance by region,Customer,Churn Rate,Trend Analysis,0.94,588,,Medium
INT-102545,2025-09-20 03:34:31.858087,Marketing,Manager,Which campaign had highest ROI?,Sales,Conversion Rate,Predictive,0.83,673,5.0,Medium
INT-102546,2025-11-14 17:35:31.858089,Sales,Executive,Compare sales performance by region,Sales,Profit Margin,Predictive,0.8,1604,,Medium
INT-102547,2026-01-27 21:16:31.858091,Finance,Intern,Which campaign had highest ROI?,Customer,Profit Margin,Predictive,0.92,964,4.0,Medium
INT-102548,2025-08-21 06:32:31.858093,Marketing,Executive,What is customer churn rate?,Sales,ROI,Trend Analysis,0.89,1854,2.0,High
INT-102549,2025-08-02 11:23:31.858094,Finance,Intern,What is customer churn rate?,Marketing,Profit Margin,Descriptive,0.76,791,5.0,Medium
INT-102550,2026-01-06 22:35:31.858096,HR,Manager,What is customer churn rate?,Sales,Conversion Rate,Predictive,0.63,2048,3.0,Medium
INT-102551,2025-04-03 05:56:31.858098,Operations,Manager,Compare sales performance by region,Marketing,ROI,Trend Analysis,0.9,1295,3.0,High
INT-102552,2025-05-15 12:34:31.858100,Marketing,Analyst,Show monthly revenue trend,Customer,Profit Margin,Trend Analysis,0.67,1181,3.0,Low
INT-102553,2025-04-25 01:22:31.858102,Marketing,Intern,Compare sales performance by region,Revenue,Revenue,Predictive,0.61,367,3.0,Medium
INT-102554,2026-02-07 14:58:31.858103,HR,Analyst,Compare sales performance by region,Customer,Revenue,Trend Analysis,0.93,483,4.0,Medium
INT-102555,2025-08-13 20:08:31.858105,Sales,Analyst,Forecast next quarter revenue,Marketing,Revenue,Predictive,0.83,1398,2.0,nan
INT-102556,2025-03-04 15:00:31.858107,Operations,Manager,Forecast next quarter revenue,Finance,Revenue,Trend Analysis,0.95,1443,2.0,Low
INT-102557,2025-11-04 02:24:31.858109,Marketing,Executive,Compare sales performance by region,Customer,Revenue,Descriptive,0.79,1090,4.0,Medium
INT-102558,2025-03-06 20:32:31.858111,Operations,Executive,Which campaign had highest ROI?,Finance,ROI,Trend Analysis,0.96,2381,5.0,nan
INT-102559,2025-04-20 21:13:31.858112,Marketing,Analyst,Forecast next quarter revenue,Finance,Churn Rate,Predictive,0.74,1854,4.0,High
INT-102560,2025-07-07 23:23:31.858114,Operations,Manager,Compare sales performance by region,Marketing,Churn Rate,Descriptive,0.88,321,2.0,High
INT-102561,2025-09-28 18:06:31.858143,Finance,Intern,Show monthly revenue trend,Marketing,ROI,Predictive,0.72,1032,3.0,Medium
INT-102562,2025-05-30 05:02:31.858145,Marketing,Executive,Which campaign had highest ROI?,Revenue,ROI,Trend Analysis,0.6,2122,5.0,High
INT-102563,2025-09-01 08:35:31.858147,Operations,Analyst,What is customer churn rate?,Sales,Conversion Rate,Descriptive,0.75,1221,4.0,Medium
INT-102564,2026-02-06 15:16:31.858148,Sales,Executive,Compare sales performance by region,Customer,Churn Rate,Descriptive,0.89,2193,2.0,Medium
INT-102565,2025-03-02 07:15:31.858150,Finance,Executive,Compare sales performance by region,Marketing,Revenue,Trend Analysis,0.66,1094,,Low
INT-102566,2025-04-17 11:13:31.858152,Finance,Intern,Which campaign had highest ROI?,Customer,ROI,Descriptive,0.8,1715,2.0,High
INT-102567,2025-04-07 09:26:31.858154,Sales,Manager,Forecast next quarter revenue,Finance,Revenue,Descriptive,0.68,488,2.0,Medium
INT-102568,2025-07-16 06:44:31.858156,Operations,Intern,Forecast next quarter revenue,Sales,Churn Rate,Descriptive,0.63,1276,3.0,Medium
INT-102569,2025-10-16 21:34:31.858157,HR,Manager,Forecast next quarter revenue,Revenue,Profit Margin,Predictive,0.84,1571,3.0,Medium
INT-102570,2025-07-16 12:23:31.858159,Sales,Executive,What is customer churn rate?,Customer,Profit Margin,Predictive,0.97,1274,,Low
INT-102571,2025-11-14 00:56:31.858161,Operations,Analyst,Which campaign had highest ROI?,Sales,ROI,Descriptive,0.72,1038,1.0,Low
INT-102572,2025-12-08 18:21:31.858163,Sales,Intern,Which campaign had highest ROI?,Revenue,Conversion Rate,Trend Analysis,0.83,239,3.0,Medium
INT-102573,2025-07-28 03:02:31.858165,Sales,Manager,Forecast next quarter revenue,Customer,Revenue,Trend Analysis,0.97,2497,3.0,High
INT-102574,2026-01-13 13:11:31.858167,Marketing,Executive,Forecast next quarter revenue,Sales,ROI,Predictive,0.85,2465,3.0,Low
INT-102575,2025-04-08 04:57:31.858168,Operations,Manager,Show monthly revenue trend,Marketing,Conversion Rate,Trend Analysis,0.86,378,1.0,High
INT-102576,2025-07-08 08:47:31.858170,HR,Manager,Show monthly revenue trend,Customer,Revenue,Descriptive,0.67,382,1.0,Medium
INT-102577,2025-12-25 19:40:31.858172,Marketing,Manager,Compare sales performance by region,Sales,Churn Rate,Trend Analysis,0.79,1959,3.0,Medium
INT-102578,2025-10-02 16:42:31.858174,Sales,Executive,Compare sales performance by region,Revenue,Profit Margin,Predictive,0.74,1387,4.0,Medium
INT-102579,2025-07-27 09:40:31.858176,Sales,Analyst,Which campaign had highest ROI?,Sales,Conversion Rate,Predictive,0.78,1969,5.0,High
INT-102580,2025-08-22 11:09:31.858177,Sales,Analyst,Which campaign had highest ROI?,Marketing,Revenue,Descriptive,0.91,1600,4.0,Low
INT-102581,2025-08-09 07:36:31.858179,Operations,Analyst,What is customer churn rate?,Customer,ROI,Predictive,0.78,904,4.0,Medium
INT-102582,2025-08-18 02:44:31.858181,Operations,Manager,What is customer churn rate?,Customer,Revenue,Predictive,0.62,696,3.0,Medium
INT-102583,2026-01-13 00:40:31.858183,Marketing,Executive,Show monthly revenue trend,Customer,ROI,Predictive,0.95,796,5.0,nan
INT-102584,2025-05-20 15:12:31.858185,HR,Manager,Compare sales performance by region,Marketing,Profit Margin,Trend Analysis,0.81,673,3.0,Low
INT-102585,2025-09-17 03:19:31.858186,Marketing,Analyst,Show monthly revenue trend,Revenue,Profit Margin,Predictive,0.96,884,3.0,Medium
INT-102586,2025-08-15 16:03:31.858188,Finance,Analyst,Show monthly revenue trend,Customer,Revenue,Trend Analysis,0.82,1260,4.0,nan
INT-102587,2025-10-08 12:38:31.858190,Sales,Executive,Compare sales performance by region,Revenue,Revenue,Predictive,0.63,1822,4.0,High
INT-102588,2025-12-26 15:59:31.858192,Sales,Manager,What is customer churn rate?,Sales,ROI,Predictive,0.82,1864,3.0,Low
INT-102589,2025-04-07 06:48:31.858193,Sales,Intern,Compare sales performance by region,Revenue,ROI,Trend Analysis,0.82,518,1.0,Medium
INT-102590,2025-05-21 16:26:31.858195,Marketing,Intern,Forecast next quarter revenue,Revenue,Conversion Rate,Trend Analysis,0.68,1635,1.0,Low
INT-102591,2025-09-19 09:40:31.858197,Marketing,Analyst,Forecast next quarter revenue,Customer,Conversion Rate,Descriptive,0.78,1894,5.0,High
INT-102592,2025-09-07 03:21:31.858202,Sales,Executive,Forecast next quarter revenue,Finance,Conversion Rate,Descriptive,0.78,2188,1.0,Medium
INT-102593,2025-05-16 02:19:31.858204,Marketing,Manager,Which campaign had highest ROI?,Finance,Revenue,Trend Analysis,0.84,428,4.0,High
INT-102594,2025-11-20 14:13:31.858205,Operations,Manager,What is customer churn rate?,Marketing,Conversion Rate,Predictive,0.7,928,2.0,nan
INT-102595,2025-03-29 09:25:31.858207,Operations,Analyst,What is customer churn rate?,Marketing,Revenue,Descriptive,0.83,1487,2.0,nan
INT-102596,2025-11-27 21:15:31.858209,Marketing,Analyst,Which campaign had highest ROI?,Finance,Profit Margin,Trend Analysis,0.69,1710,3.0,High
